GEO,REF_DATE,Statistics,UID,VALUE
"Amherstburg, Ontario, municipal [35007]",2011,Crime severity index,,25
"Russell County (Russell), Ontario, Ontario Provincial Police, municipal [35179]",2009,Crime severity index,,25.1
"Grey Bruce (Chatsworth), Ontario, Ontario Provincial Police, municipal [35121]",2011,Crime severity index,,25.14
"Sault Ste. Marie (Laird), Ontario, Ontario Provincial Police, municipal [35134]",2010,Crime severity index,,25.16
"Central Hastings (Stirling-Rawdon), Ontario, Ontario Provincial Police, municipal [35273]",2015,Crime severity index,,25.17
"Central Hastings (Stirling-Rawdon), Ontario, Ontario Provincial Police, municipal [35273]",2017,Crime severity index,,25.19
"North Bay (Bonfield), Ontario, Ontario Provincial Police, municipal [35116]",2014,Crime severity index,,25.23
"Renfrew (Admaston/Bromley), Ontario, Ontario Provincial Police, municipal [35166]",2014,Crime severity index,,25.25
"Grenville County (Merrickville-Wolford), Ontario, Ontario Provincial Police, municipal [35045]",2019,Crime severity index,,25.25
"Dufferin (Amaranth), Ontario, Ontario Provincial Police, municipal [35160]",2007,Crime severity index,,25.27
"Grey Bruce (Chatsworth), Ontario, Ontario Provincial Police, municipal [35121]",2014,Crime severity index,,25.29
"Essex County (Tecumseh), Ontario, Ontario Provincial Police, municipal [35506]",2012,Crime severity index,,25.32
"Dufferin (Amaranth), Ontario, Ontario Provincial Police, municipal [35160]",2011,Crime severity index,,25.33
"Essex County (Essex), Ontario, Ontario Provincial Police, municipal [35101]",2014,Crime severity index,,25.34
"Perth East, Ontario, Ontario Provincial Police, municipal [35242]",2019,Crime severity index,305,25.34
"Oxford (Blandford-Blenheim), Ontario, Ontario Provincial Police, municipal [35188]",2010,Crime severity index,,25.43
"Dufferin (Mono), Ontario, Ontario Provincial Police, municipal [35026]",2011,Crime severity index,,25.45
"Peterborough County (Selwyn), Ontario, Ontario Provincial Police, municipal [35023]",2015,Crime severity index,,25.45
"Northumberland (Port Hope), Ontario, Ontario Provincial Police, municipal [35093]",2015,Crime severity index,266,25.45
"Dufferin (Mono), Ontario, Ontario Provincial Police, municipal [35026]",2013,Crime severity index,,25.49
"Drummond-North Elmsley, Ontario, Ontario Provincial Police, municipal [35250]",2018,Crime severity index,,25.49
"Grey Bruce (Chatsworth), Ontario, Ontario Provincial Police, municipal [35121]",2017,Crime severity index,,25.54
"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",2013,Crime severity index,,25.55
"Northumberland (Alnwick/Haldimand), Ontario, Ontario Provincial Police, municipal [35091]",2015,Crime severity index,,25.55
"LaSalle, Ontario, municipal [35388]",2006,Crime severity index,,25.59
"North Bay (Powassan), Ontario, Ontario Provincial Police, municipal [35068]",2019,Crime severity index,,25.6
"Oxford (East Zorra-Tavistock), Ontario, Ontario Provincial Police, municipal [35189]",2015,Crime severity index,289,25.61
"Oxford (East Zorra-Tavistock), Ontario, Ontario Provincial Police, municipal [35189]",2017,Crime severity index,,25.62
"Lanark County (Mississippi Mills), Ontario, Ontario Provincial Police, municipal [35036]",2017,Crime severity index,,25.64
"Grenville County (Augusta), Ontario, Ontario Provincial Police, municipal [35044]",2011,Crime severity index,,25.65
"Lanark County (Tay Valley Township), Ontario, Ontario Provincial Police, municipal [35040]",2007,Crime severity index,,25.67
"Dufferin (Town of Grand Valley), Ontario, Ontario Provincial Police, municipal [35119]",2011,Crime severity index,,25.67
"Shelburne, Ontario, municipal [35265]",2020,Crime severity index,,25.67
"Peterborough County (Douro/Dummer), Ontario, Ontario Provincial Police, municipal [35019]",2005,Crime severity index,,25.68
"Lanark County (Tay Valley Township), Ontario, Ontario Provincial Police, municipal [35040]",2017,Crime severity index,,25.7
"Peterborough County (Cavan-Millbrook-North Monaghan), Ontario, Ontario Provincial Police, municipal [35024]",2014,Crime severity index,307,25.71
"Grey Bruce (Wiarton), Ontario, Ontario Provincial Police, rural [35618]",2014,Crime severity index,123,25.71
"LaSalle, Ontario, municipal [35388]",2008,Crime severity index,,25.73
"Northumberland (Port Hope), Ontario, Ontario Provincial Police, municipal [35093]",2010,Crime severity index,,25.73
"Grenville County (Augusta), Ontario, Ontario Provincial Police, municipal [35044]",2012,Crime severity index,,25.76
"Northumberland (Hamilton), Ontario, Ontario Provincial Police, municipal [35170]",2019,Crime severity index,,25.79
"Lanark County (Lanark Highlands), Ontario, Ontario Provincial Police, municipal [35075]",2020,Crime severity index,,25.79
"Frontenac (South Frontenac), Ontario, Ontario Provincial Police, municipal [35047]",2019,Crime severity index,101,25.82
"Peterborough County (North Kawartha), Ontario, Ontario Provincial Police, municipal [35085]",2013,Crime severity index,312,25.83
"Essex County (Lakeshore), Ontario, Ontario Provincial Police, municipal [35502]",2012,Crime severity index,,25.84
"Grenville County (Augusta), Ontario, Ontario Provincial Police, municipal [35044]",2006,Crime severity index,,25.9
"Orillia (Ramara), Ontario, Ontario Provincial Police, rural [35260]",2020,Crime severity index,274,25.9
"Thunder Bay (Shuniah), Ontario, Ontario Provincial Police, municipal [35033]",2018,Crime severity index,,25.91
"Essex County (Kingsville), Ontario, Ontario Provincial Police, municipal [35508]",2016,Crime severity index,,25.92
"Essex County (Kingsville), Ontario, Ontario Provincial Police, municipal [35508]",2017,Crime severity index,,25.94
"Oxford (East Zorra-Tavistock), Ontario, Ontario Provincial Police, municipal [35189]",2016,Crime severity index,,25.97
"Essex County (Lakeshore), Ontario, Ontario Provincial Police, municipal [35502]",2017,Crime severity index,,26
"Lanark County (Drummond-North Elmsley), Ontario, Ontario Provincial Police, rural [35555]",2017,Crime severity index,198,26
"Frontenac (South Frontenac), Ontario, Ontario Provincial Police, municipal [35047]",2014,Crime severity index,,26.1
"Lanark County (Lanark Highlands), Ontario, Ontario Provincial Police, municipal [35075]",2017,Crime severity index,,26.12
"Peterborough County (Municipality of Trent Lakes), Ontario, Ontario Provincial Police, municipal [35020]",2016,Crime severity index,,26.13
"Wellington County, Ontario, Ontario Provincial Police, municipal [35073]",2016,Crime severity index,,26.14
"Grey Bruce (Chatsworth), Ontario, Ontario Provincial Police, municipal [35121]",2002,Crime severity index,,26.15
"Elgin County, Ontario, Ontario Provincial Police, municipal [35105]",2015,Crime severity index,83,26.18
"Dufferin (East Garafraxa), Ontario, Ontario Provincial Police, municipal [35129]",2006,Crime severity index,,26.19
"Lanark County (Lanark Highlands), Ontario, Ontario Provincial Police, municipal [35075]",2013,Crime severity index,,26.2
"Northumberland (Hamilton), Ontario, Ontario Provincial Police, municipal [35170]",2010,Crime severity index,,26.22
"Lanark County (Mississippi Mills), Ontario, Ontario Provincial Police, municipal [35036]",2007,Crime severity index,,26.25
"Sault Ste. Marie (Laird), Ontario, Ontario Provincial Police, municipal [35134]",2015,Crime severity index,,26.26
"Renfrew (Admaston/Bromley), Ontario, Ontario Provincial Police, municipal [35166]",2010,Crime severity index,,26.32
"Grenville County (Merrickville-Wolford), Ontario, Ontario Provincial Police, municipal [35045]",2017,Crime severity index,,26.35
"Peterborough County (Municipality of Trent Lakes), Ontario, Ontario Provincial Police, municipal [35020]",2020,Crime severity index,,26.35
"Dufferin (Town of Grand Valley), Ontario, Ontario Provincial Police, municipal [35119]",2013,Crime severity index,,26.38
"Killaloe (Bonnechere Valley), Ontario, Ontario Provincial Police, municipal [35178]",2019,Crime severity index,,26.38
"Middlesex, Ontario, Ontario Provincial Police, municipal [35183]",2014,Crime severity index,236,26.45
"Orillia (Ramara), Ontario, Ontario Provincial Police, rural [35260]",2019,Crime severity index,,26.46
"Northumberland (Port Hope), Ontario, Ontario Provincial Police, municipal [35093]",2014,Crime severity index,,26.53
"Grenville County (North Grenville), Ontario, Ontario Provincial Police, municipal [35494]",2017,Crime severity index,,26.55
"Northumberland (Hamilton), Ontario, Ontario Provincial Police, municipal [35170]",2006,Crime severity index,,26.59
"Sault Ste. Marie (Macdonald/Meredith), Ontario, Ontario Provincial Police, municipal [35132]",2008,Crime severity index,,26.61
"Essex County (Tecumseh), Ontario, Ontario Provincial Police, municipal [35506]",2009,Crime severity index,,26.61
"Russell County (Russell), Ontario, Ontario Provincial Police, municipal [35179]",2011,Crime severity index,,26.61
"Upper Ottawa Valley (Laurentian Hills), Ontario, Ontario Provincial Police, municipal [35173]",2011,Crime severity index,,26.67
"LaSalle, Ontario, municipal [35388]",2018,Crime severity index,,26.68
"Deep River, Ontario, municipal [35078]",2018,Crime severity index,,26.69
"Oxford (East Zorra-Tavistock), Ontario, Ontario Provincial Police, municipal [35189]",2010,Crime severity index,,26.7
"Lanark County (Mississippi Mills), Ontario, Ontario Provincial Police, municipal [35036]",2016,Crime severity index,,26.73
"Leeds County (Rideau Lakes), Ontario, Ontario Provincial Police, municipal [35034]",2017,Crime severity index,206,26.77
"Russell County (Russell), Ontario, Ontario Provincial Police, municipal [35179]",2018,Crime severity index,,26.8
"Orillia, Ontario, Ontario Provincial Police, rural [35543]",2017,Crime severity index,277,26.81
"Lennox and Addington County East (Loyalist), Ontario, Ontario Provincial Police, municipal [35099]",2016,Crime severity index,210,26.84
"Barrie, Ontario, Ontario Provincial Police, rural [35540]",2015,Crime severity index,,26.85
"Grey Bruce (Georgian Bluffs), Ontario, Ontario Provincial Police, municipal [35138]",2012,Crime severity index,,26.86
"Elgin County, Ontario, Ontario Provincial Police, municipal [35105]",2000,Crime severity index,,26.87
"Upper Ottawa Valley, Ontario, Ontario Provincial Police, rural [35557]",2019,Crime severity index,417,26.89
"Grey County (Meaford), Ontario, Ontario Provincial Police, municipal [35137]",2012,Crime severity index,,26.91
"Orillia (Oro-Medonte), Ontario, Ontario Provincial Police, rural [35254]",2019,Crime severity index,,26.93
"Lanark County (Beckwith), Ontario, Ontario Provincial Police, municipal [35043]",2004,Crime severity index,,26.98
"LaSalle, Ontario, municipal [35388]",2019,Crime severity index,,26.99
"South Simcoe (Innisfil), Ontario, municipal [35275]",2015,Crime severity index,,27
"Northumberland (Alnwick/Haldimand), Ontario, Ontario Provincial Police, municipal [35091]",2017,Crime severity index,,27
"Caledon, Ontario, Ontario Provincial Police, municipal [35461]",2016,Crime severity index,,27
"Renfrew, Ontario, Ontario Provincial Police, rural [35559]",2018,Crime severity index,338,27
"Amherstburg, Ontario, municipal [35007]",2016,Crime severity index,,27
"North Bay (Bonfield), Ontario, Ontario Provincial Police, municipal [35116]",2012,Crime severity index,,27
"Lanark County (Beckwith), Ontario, Ontario Provincial Police, municipal [35043]",2008,Crime severity index,,27.1
"Grenville County (North Grenville), Ontario, Ontario Provincial Police, municipal [35494]",2002,Crime severity index,,27.11
"Oxford (Norwich), Ontario, Ontario Provincial Police, municipal [35187]",2012,Crime severity index,,27.12
"North Bay (Bonfield), Ontario, Ontario Provincial Police, municipal [35116]",2017,Crime severity index,,27.12
"Grey Bruce (Georgian Bluffs), Ontario, Ontario Provincial Police, municipal [35138]",2005,Crime severity index,,27.16
"Grey Bruce (Georgian Bluffs), Ontario, Ontario Provincial Police, municipal [35138]",2006,Crime severity index,,27.23
"Lennox and Addington County (Stone Mills), Ontario, Ontario Provincial Police, municipal [35035]",2020,Crime severity index,,27.23
"Essex County (Lakeshore), Ontario, Ontario Provincial Police, municipal [35502]",2011,Crime severity index,,27.24
"Dufferin (Mono), Ontario, Ontario Provincial Police, municipal [35026]",2018,Crime severity index,,27.24
"Grey Bruce (Grey Highlands), Ontario, Ontario Provincial Police, municipal [35100]",2013,Crime severity index,,27.26
"Elgin County, Ontario, Ontario Provincial Police, municipal [35105]",2014,Crime severity index,,27.31
"Middlesex, Ontario, Ontario Provincial Police, municipal [35183]",2011,Crime severity index,,27.32
"Peterborough County (Douro/Dummer), Ontario, Ontario Provincial Police, municipal [35019]",2004,Crime severity index,,27.33
"Grenville County (North Grenville), Ontario, Ontario Provincial Police, municipal [35494]",1999,Crime severity index,,27.34
"Russell County (Rockland), Ontario, Ontario Provincial Police, rural [35656]",2016,Crime severity index,344,27.34
"Oxford (Norwich), Ontario, Ontario Provincial Police, municipal [35187]",2020,Crime severity index,,27.34
"Oxford (East Zorra-Tavistock), Ontario, Ontario Provincial Police, municipal [35189]",2018,Crime severity index,,27.35
"Perth East, Ontario, Ontario Provincial Police, municipal [35242]",2018,Crime severity index,,27.35
"Lanark County (Beckwith), Ontario, Ontario Provincial Police, municipal [35043]",2007,Crime severity index,,27.38
"Peterborough County (Douro/Dummer), Ontario, Ontario Provincial Police, municipal [35019]",2011,Crime severity index,,27.39
"Deep River, Ontario, municipal [35078]",2012,Crime severity index,,27.39
"James Bay (Smooth Rock Falls), Ontario, Ontario Provincial Police, municipal [35079]",2009,Crime severity index,,27.41
"Dufferin (Mulmur), Ontario, Ontario Provincial Police, municipal [35163]",2018,Crime severity index,,27.44
"Dufferin (Amaranth), Ontario, Ontario Provincial Police, municipal [35160]",2008,Crime severity index,,27.46
"Grenville County (North Grenville), Ontario, Ontario Provincial Police, municipal [35494]",2016,Crime severity index,,27.47
"Peterborough County (Municipality of Trent Lakes), Ontario, Ontario Provincial Police, municipal [35020]",2018,Crime severity index,,27.47
"Upper Ottawa Valley, Ontario, Ontario Provincial Police, rural [35557]",2003,Crime severity index,,27.49
"Lanark County (Tay Valley Township), Ontario, Ontario Provincial Police, municipal [35040]",2014,Crime severity index,,27.51
"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",2018,Crime severity index,,27.52
"Middlesex, Ontario, Ontario Provincial Police, municipal [35183]",2013,Crime severity index,,27.57
"Caledon, Ontario, Ontario Provincial Police, municipal [35461]",2020,Crime severity index,,27.58
"North Bay (Powassan), Ontario, Ontario Provincial Police, municipal [35068]",2014,Crime severity index,,27.59
"Russell County/Hawkesbury (The Nation), Ontario, Ontario Provincial Police, municipal [35190]",2018,Crime severity index,346,27.6
